Dimension,dimension_guid,categorisation_code,has_parent,has_all,has_unknown,Ethnicity categorisation,Subtopic,Measure
Writing attainment for children aged 7 to 11 by ethnicity,89ff3cffb1972651fa0aa6232a167f1e5fc1cedb,18B,Yes,Yes,Yes,18 categories (2001 census but with added Irish Traveller and Gypsy/Roma),7 to 11 years old,Writing attainments for children aged 7 to 11 (key stage 2)
Writing attainment for children aged 7 to 11 by ethnicity and area,f26a287a32263802918d39af006d46b59ab2bc81,5A,No,Yes,No,"Asian, Black, White, Mixed, Chinese inc Other",7 to 11 years old,Writing attainments for children aged 7 to 11 (key stage 2)
Writing attainment for children aged 7 to 11 by ethnicity and gender,e3ba298f3bde033dd1a7ea7bf9cb3d219f8549b0,18B,Yes,Yes,Yes,18 categories (2001 census but with added Irish Traveller and Gypsy/Roma),7 to 11 years old,Writing attainments for children aged 7 to 11 (key stage 2)
Writing attainments for children aged 7 to 11 by ethnicity,c67aa601001c691a9c422e7e8ffe745b08391090,18B,Yes,Yes,Yes,18 categories (2001 census but with added Irish Traveller and Gypsy/Roma),7 to 11 years old,Writing attainments for children aged 7 to 11 (key stage 2)
Writing attainments for children aged 7 to 11 by ethnicity,9d7581d94f0d2b63da480ff103fb45ccd6393442,18B,Yes,Yes,Yes,18 categories (2001 census but with added Irish Traveller and Gypsy/Roma),7 to 11 years old,Writing attainments for children aged 7 to 11 (key stage 2)
Writing attainments for children aged 7 to 11 by ethnicity and area,8ae3b1e603cf9063ca70c96ecad1e022c60a13c8,5A,No,Yes,No,"Asian, Black, White, Mixed, Chinese inc Other",7 to 11 years old,Writing attainments for children aged 7 to 11 (key stage 2)
Writing attainments for children aged 7 to 11 by ethnicity and area,440f5b972713109e1c2a65e5182e582b79468641,5A,No,Yes,No,"Asian, Black, White, Mixed, Chinese inc Other",7 to 11 years old,Writing attainments for children aged 7 to 11 (key stage 2)
Writing attainments for children aged 7 to 11 by ethnicity and gender,c1ed3987f9fea840d1bfdf0828d0d438142a0ce1,18B,Yes,Yes,Yes,18 categories (2001 census but with added Irish Traveller and Gypsy/Roma),7 to 11 years old,Writing attainments for children aged 7 to 11 (key stage 2)
Writing attainments for children aged 7 to 11 by ethnicity and gender,519852851ba8e274cf618375428e695cddb61426,18B,Yes,Yes,Yes,18 categories (2001 census but with added Irish Traveller and Gypsy/Roma),7 to 11 years old,Writing attainments for children aged 7 to 11 (key stage 2)
Maths attainment for children aged 7 to 11 by ethnicity,89c9320c4161b32c1ffc5c17bae75e5230f64c1e,18B,Yes,Yes,Yes,18 categories (2001 census but with added Irish Traveller and Gypsy/Roma),7 to 11 years old,Maths attainments for children aged 7 to 11 (key stage 2)
Maths attainment for children aged 7 to 11 by ethnicity and area,a9b488e991ca1962945d15985a62f0d72d88faaf,5A,No,Yes,No,"Asian, Black, White, Mixed, Chinese inc Other",7 to 11 years old,Maths attainments for children aged 7 to 11 (key stage 2)
Maths attainment for children aged 7 to 11 by ethnicity and gender,6f3710f2807a89b4d48a067274c8af69fd22537f,18B,Yes,Yes,Yes,18 categories (2001 census but with added Irish Traveller and Gypsy/Roma),7 to 11 years old,Maths attainments for children aged 7 to 11 (key stage 2)
Maths attainments for children aged 7 to 11 by ethnicity,b33de0ce60beb8b045051423234fb5d91a60cca7,18B,Yes,Yes,Yes,18 categories (2001 census but with added Irish Traveller and Gypsy/Roma),7 to 11 years old,Maths attainments for children aged 7 to 11 (key stage 2)
Maths attainments for children aged 7 to 11 by ethnicity,dee236c806a73a9b1b4d2573fef82c9995d489bd,18B,Yes,Yes,Yes,18 categories (2001 census but with added Irish Traveller and Gypsy/Roma),7 to 11 years old,Maths attainments for children aged 7 to 11 (key stage 2)
Maths attainments for children aged 7 to 11 by ethnicity and area,0e1f81c56af3efdec9de25d06641dc4b97306293,5A,No,Yes,No,"Asian, Black, White, Mixed, Chinese inc Other",7 to 11 years old,Maths attainments for children aged 7 to 11 (key stage 2)
Maths attainments for children aged 7 to 11 by ethnicity and area,7f02d00c90eed88f49dc0d9f19c9e3f04b243116,5A,No,Yes,No,"Asian, Black, White, Mixed, Chinese inc Other",7 to 11 years old,Maths attainments for children aged 7 to 11 (key stage 2)
Maths attainments for children aged 7 to 11 by ethnicity and gender,742765ff7b3f26850d5961b2c06cec14f0cb137c,18B,Yes,Yes,Yes,18 categories (2001 census but with added Irish Traveller and Gypsy/Roma),7 to 11 years old,Maths attainments for children aged 7 to 11 (key stage 2)
Maths attainments for children aged 7 to 11 by ethnicity and gender,4222be38d63473e165000e71a19543d03c0587fa,18B,Yes,Yes,Yes,18 categories (2001 census but with added Irish Traveller and Gypsy/Roma),7 to 11 years old,Maths attainments for children aged 7 to 11 (key stage 2)
"Grammar, punctuation and spelling attainment by ethnicity and area",8782a2d6ce5fbedba1a81402108c09e3aa6d3672,5A,No,Yes,No,"Asian, Black, White, Mixed, Chinese inc Other",7 to 11 years old,"Grammar, punctuation and spelling attainment for children aged 7 to 11 (key stage 2)"
"Grammar, punctuation and spelling attainment by ethnicity and area",cb779b11a7626972ef59658c1c8cd47538b569b7,5A,No,Yes,No,"Asian, Black, White, Mixed, Chinese inc Other",7 to 11 years old,"Grammar, punctuation and spelling attainment for children aged 7 to 11 (key stage 2)"
"Grammar, punctuation and spelling attainment by ethnicity and area",56301123f24a3505765fcffe6cfea9badd6419e7,5A,No,Yes,No,"Asian, Black, White, Mixed, Chinese inc Other",7 to 11 years old,"Grammar, punctuation and spelling attainment for children aged 7 to 11 (key stage 2)"
"Grammar, punctuation and spelling attainment by ethnicity and gender",f3f70316a4f435b54fdd401ba3b865b32afe31e6,18B,Yes,Yes,Yes,18 categories (2001 census but with added Irish Traveller and Gypsy/Roma),7 to 11 years old,"Grammar, punctuation and spelling attainment for children aged 7 to 11 (key stage 2)"
"Grammar, punctuation and spelling attainment by ethnicity and gender",8b97da8922211522ab12a5f82f75ebb86cbb82ee,18B,Yes,Yes,Yes,18 categories (2001 census but with added Irish Traveller and Gypsy/Roma),7 to 11 years old,"Grammar, punctuation and spelling attainment for children aged 7 to 11 (key stage 2)"
"Grammar, punctuation and spelling attainment by ethnicity and gender",374213823f1a007a76f082fa28220058a2e8d4aa,18B,Yes,Yes,Yes,18 categories (2001 census but with added Irish Traveller and Gypsy/Roma),7 to 11 years old,"Grammar, punctuation and spelling attainment for children aged 7 to 11 (key stage 2)"
"Grammar, punctuation and spelling attainment for children aged 7 to 11 by ethnicity",45f1e31f36af2d5b53cfc7cefb39289fea8495b3,18B,Yes,Yes,Yes,18 categories (2001 census but with added Irish Traveller and Gypsy/Roma),7 to 11 years old,"Grammar, punctuation and spelling attainment for children aged 7 to 11 (key stage 2)"
"Grammar, punctuation and spelling attainment for children aged 7 to 11 by ethnicity",dbb4bfcef5b70b1ab51deecf6eea4d76ebd2e149,18B,Yes,Yes,Yes,18 categories (2001 census but with added Irish Traveller and Gypsy/Roma),7 to 11 years old,"Grammar, punctuation and spelling attainment for children aged 7 to 11 (key stage 2)"
"Grammar, punctuation and spelling attainment for children aged 7 to 11 by ethnicity",cd78ca32ff6396d41c43f838c6abdab45db4411f,18B,Yes,Yes,Yes,18 categories (2001 census but with added Irish Traveller and Gypsy/Roma),7 to 11 years old,"Grammar, punctuation and spelling attainment for children aged 7 to 11 (key stage 2)"
Entry rates into higher education by ethnicity,0fdd834048ca92d63d54861cc8e3041d63e59de2,6A,No,No,No,"Asian, Black, Chinese, Mixed, White, Other","Apprenticeships, further and higher education",Entry rates into higher education
First year entrants onto undergraduate degrees by ethnicity,d9818d04bfaf0ba2ce368b60d75d5f4876cffb1a,5B,No,No,No,"Asian, Black, White, Mixed, Other","Apprenticeships, further and higher education",First year entrants onto undergraduate degrees
First year entrants onto undergraduate degrees by ethnicity,f8ff00237d7687f0ead34c4818ea1f3ca751e199,5B,No,No,No,"Asian, Black, White, Mixed, Other","Apprenticeships, further and higher education",First year entrants onto undergraduate degrees
First year entrants onto postgraduate degrees by ethnicity,25ce2e5071076a623f93425c5e371a7a05957223,5B,No,No,No,"Asian, Black, White, Mixed, Other","Apprenticeships, further and higher education",First year entrants onto postgraduate degrees
First year entrants onto postgraduate degrees by ethnicity,4ddcf0c881dc7d8d956ed98695fadce828a55f7a,5B,No,No,No,"Asian, Black, White, Mixed, Other","Apprenticeships, further and higher education",First year entrants onto postgraduate degrees
Car and van ownership by ethnicity,4b0cd604f5af1fe3669fae53ba35a362312d0a90,5B,N/A,Yes,No,"Asian, Black, White, Mixed, Other",Transport,Car or van ownership
Car and van ownership by ethnicity,b606adb798721adfea272a693b6c683a29dfed3a,5B,N/A,Yes,No,"Asian, Black, White, Mixed, Other",Transport,Car or van ownership
Car and van ownership by ethnicity,ffcd0cdc8a59feaa142fda5de5105df7f8bb419d,5B,N/A,Yes,No,"Asian, Black, White, Mixed, Other",Transport,Car or van ownership
Driving licence holders by ethnicity,da0c3b8d00f4fb34aca218247ebe0776207e7036,5B,N/A,Yes,No,"Asian, Black, White, Mixed, Other",Transport,Driving licences
Driving licence holders by ethnicity,e127080125f1ae8e34eeca291a8ddaa80daf9b14,5B,N/A,Yes,No,"Asian, Black, White, Mixed, Other",Transport,Driving licences
Driving licence holders by ethnicity,8fcadf99c52827b9a293f7f8edbc24f538bf9d31,5B,N/A,Yes,No,"Asian, Black, White, Mixed, Other",Transport,Driving licences
Distance travelled by ethnicity,6af6a5d9211eed0b5a57280910d39dcd2fdce445,5B,N/A,Yes,No,"Asian, Black, White, Mixed, Other",Transport,"Travel by distance, trips, type of transport and purpose"
Distance travelled by ethnicity,ab94a2d74463bdba4f53078eca7b133805284168,5B,N/A,Yes,No,"Asian, Black, White, Mixed, Other",Transport,"Travel by distance, trips, type of transport and purpose"
Distance travelled by ethnicity,52cf78be50717217d2d9970e24c29cc12be09bed,5B,N/A,Yes,No,"Asian, Black, White, Mixed, Other",Transport,"Travel by distance, trips, type of transport and purpose"
Distance travelled by ethnicity and mode of transport,4a5675f0b3de5ead0e455c22cf6bacaabdcd7210,5B,N/A,Yes,No,"Asian, Black, White, Mixed, Other",Transport,"Travel by distance, trips, type of transport and purpose"
Distance travelled by ethnicity and mode of transport,a8524519bdec1da73861a78c27f84eb5674b62a5,5B,N/A,Yes,No,"Asian, Black, White, Mixed, Other",Transport,"Travel by distance, trips, type of transport and purpose"
Distance travelled by ethnicity and mode of transport,c87a29389b2956cb83a79f7f300a807fcac1d5d8,5B,N/A,Yes,No,"Asian, Black, White, Mixed, Other",Transport,"Travel by distance, trips, type of transport and purpose"
Distance travelled by ethnicity and mode of transport,556bd80ef4829d21bfa1d42659a51a8805d83ded,5B,N/A,Yes,No,"Asian, Black, White, Mixed, Other",Transport,"Travel by distance, trips, type of transport and purpose"
Distance travelled by ethnicity and purpose of journey,02b82d0d6a2740ee555a783be12bb6e12b77a785,5B,N/A,Yes,No,"Asian, Black, White, Mixed, Other",Transport,"Travel by distance, trips, type of transport and purpose"
Distance travelled by ethnicity and purpose of journey,449f5b8ceca6793373baeb825cb8401015675fcd,5B,N/A,Yes,No,"Asian, Black, White, Mixed, Other",Transport,"Travel by distance, trips, type of transport and purpose"
Distance travelled by ethnicity and purpose of journey,53a77ac315e7d92c55fc858486ea6b8175a2ccef,5B,N/A,Yes,No,"Asian, Black, White, Mixed, Other",Transport,"Travel by distance, trips, type of transport and purpose"
Distance travelled by ethnicity and purpose of journey,aebfa0492e9f8b217ba353a4f9569e6681a00c69,5B,N/A,Yes,No,"Asian, Black, White, Mixed, Other",Transport,"Travel by distance, trips, type of transport and purpose"
Number of trips by ethnicity,be6a6a9ed706e37de1be28f1e6a436abda5d2760,5B,N/A,Yes,No,"Asian, Black, White, Mixed, Other",Transport,"Travel by distance, trips, type of transport and purpose"
Number of trips by ethnicity,791f26079c81eae924a387e87e19bcc166d18aac,5B,N/A,Yes,No,"Asian, Black, White, Mixed, Other",Transport,"Travel by distance, trips, type of transport and purpose"
Number of trips by ethnicity,00c7a4a582a2a5136aa065185dedcec888c09cde,5B,N/A,Yes,No,"Asian, Black, White, Mixed, Other",Transport,"Travel by distance, trips, type of transport and purpose"
Trips made by ethnicity and purpose of journey,50bbb4a7da43c7ae097c8f81f7c12ac160b962fe,5B,N/A,Yes,No,"Asian, Black, White, Mixed, Other",Transport,"Travel by distance, trips, type of transport and purpose"
Trips made by ethnicity and purpose of journey,a718f5cc7f493e1d6b23d6350e1769e2903c1328,5B,N/A,Yes,No,"Asian, Black, White, Mixed, Other",Transport,"Travel by distance, trips, type of transport and purpose"
Trips made by ethnicity and purpose of journey,856f60c4117df55cd999ef2b04364800c75245b7,5B,N/A,Yes,No,"Asian, Black, White, Mixed, Other",Transport,"Travel by distance, trips, type of transport and purpose"
Average trip distance to school by ethnicity over time,bf8d31fce4899333771381f7e4cd6a879febdd18,5B,N/A,Yes,No,"Asian, Black, White, Mixed, Other",Transport,Travel to school
Average trip duration to school by ethnicity over time,77d830171df3e545505cb35429cf7e15f14d4e10,5B,N/A,Yes,No,"Asian, Black, White, Mixed, Other",Transport,Travel to school
Distance travelled to school by ethnicity,b459fe6e5b259d9cdb22cb4ebbd4d61fc0f1fd0a,5B,N/A,Yes,No,"Asian, Black, White, Mixed, Other",Transport,Travel to school
Trip duration by ethnicity over time,b871a1967df0a3bb1e3678f66845cc2d4c462a0d,5B,N/A,Yes,No,"Asian, Black, White, Mixed, Other",Transport,Travel to school
Type of transport,26e0aed2b96068d81390141e21d9f37b337e2e70,5B,N/A,Yes,No,"Asian, Black, White, Mixed, Other",Transport,Travel to school
Type of transport used to get to school by ethnicity over time,eb297c40658163753e04f3eff4e4c4035379b564,5B,N/A,Yes,No,"Asian, Black, White, Mixed, Other",Transport,Travel to school
Overweight adults by ethnicity over time,d9b7411e3c1841a64d3631ec8dfc8e37316fb5a6,6A,No,Yes,No,"Asian, Black, Chinese, Mixed, White, Other",Preventing illness,Overweight adults
Overweight adults by ethnicity over time,27212db8d352e4291efc9e2401b9f0e2d67665e0,6A,No,Yes,No,"Asian, Black, Chinese, Mixed, White, Other",Preventing illness,Overweight adults
Overweight adults by ethnicity over time,d0e874ec8852c9493fc0b045c0568f6d2414d347,6A,No,Yes,No,"Asian, Black, Chinese, Mixed, White, Other",Preventing illness,Overweight adults
Adults who drank at levels that pose more than a low risk by ethnicity and sex,f24cd4557244612db537e860c16233ede758dcc5,5C,No,No,No,"Asian, Black, White British, White other, Other inc Mixed",Physical and mental health,Problem drinking among adults
Harmful and probable dependent drinking among adults by ethnicity and sex,8ebe469662b08e6137ec729a52fe84d997dee710,5C,No,No,No,"Asian, Black, White British, White other, Other inc Mixed",Physical and mental health,Problem drinking among adults
Percentage of adults who used illicit drugs by ethnicity and sex,8e8b3af71d4cb041dc6540f4578f9043e94146cc,5C,No,No,No,"Asian, Black, White British, White other, Other inc Mixed",Physical and mental health,Illicit drug use among adults
"Prevalence of screening positive for a personality disorder in adults, England, 2014",341f45d90fe9d2ec712451f57828aff5a778530b,5C,No,No,No,"Asian, Black, White British, White other, Other inc Mixed",Physical and mental health,Prevalence of personality disorder in adults
"Prevalence of screening positive for attention-deficit/hyperactivity disorder (ADHD) in the six months prior to the survey in adults, England, 2014",9f560bd9dfc5bd6c07609fc644023928fbc2474f,5C,No,No,No,"Asian, Black, White British, White other, Other inc Mixed",Physical and mental health,Prevalence of ADHD among adults
"Prevalence of screening positive for attention-deficit/hyperactivity disorder (ADHD) in the six months prior to the survey in adults, England, 2014",7821cfcd278af0acea864369a2ee3f0ae2bae4f7,5C,No,No,No,"Asian, Black, White British, White other, Other inc Mixed",Physical and mental health,Prevalence of ADHD among adults
Adults screening positive for bipolar disorder by ethnicity and sex,8bb551e1c3493696cab8337dfb8aaf9010927a07,5C,No,No,No,"Asian, Black, White British, White other, Other inc Mixed",Physical and mental health,Adults screening positive for bipolar disorder
Adults screening positive for bipolar disorder by ethnicity and sex,814fd955f21bf705182a11f628b721aa0899d6a8,5C,No,No,No,"Asian, Black, White British, White other, Other inc Mixed",Physical and mental health,Adults screening positive for bipolar disorder
"Lifetime suicidal thoughts, attempts and self-harm in adults",e6fc3916c5188c2a20ab2ab3d6b25890acfd3967,5C,No,No,No,"Asian, Black, White British, White other, Other inc Mixed",Physical and mental health,"Adults reporting suicidal thoughts, attempts and self harm"
"Lifetime suicidal thoughts, attempts and self-harm in adults",4930e8a625998ff4a929d2ce0cb74a774eac5c91,5C,No,No,No,"Asian, Black, White British, White other, Other inc Mixed",Physical and mental health,"Adults reporting suicidal thoughts, attempts and self harm"
Drug dependency amongst adults,dd5543e5e2cd5ccf7c455165b812313948483afb,5C,No,No,No,"Asian, Black, White British, White other, Other inc Mixed",Physical and mental health,Drug dependency in adults
Access to NHS dental services,961960a9e3a2f870b140eb56170360ed87acaaea,18A,No,Yes,Yes,2011 census: 18 categories,Access to treatment,Access to NHS dental services
Access to NHS dental services,d27b766e24ab28bc6a286555543ffd9a03ddfd8f,18A,No,Yes,Yes,2011 census: 18 categories,Access to treatment,Access to NHS dental services
Outcomes of referrals following psychological therapy by ethnicity,f9bed0f35fb40bf471f902881d0e95b0b7e4bfaf,16A,Yes,No,No,2001 census: 16 categories (plus 'unknown'),Patient outcomes,Outcomes for treatment for anxiety and depression
Outcomes of referrals following psychological therapy by ethnicity,e3d189fbe0939cc58524923dd6be108173b19cc6,16A,Yes,No,No,2001 census: 16 categories (plus 'unknown'),Patient outcomes,Outcomes for treatment for anxiety and depression
Outcomes of referrals following psychological therapy by gender and ethnicity,fac089d70037d134bc64d838b02966477e760690,16A,Yes,No,No,2001 census: 16 categories (plus 'unknown'),Patient outcomes,Outcomes for treatment for anxiety and depression
Outcomes of referrals following psychological therapy by gender and ethnicity,135a3001e645e2fb84bd70390048ba1e046c9df9,16A,Yes,No,No,2001 census: 16 categories (plus 'unknown'),Patient outcomes,Outcomes for treatment for anxiety and depression
NHS clinical non-medical workforce by ethnicity,4a78574eb605c1df7b9feb1e4331e5ba5e6d8125,2A,No,No,No,"White, Other",Public sector workforce,NHS non-medical workforce
NHS clinical non-medical workforce by ethnicity and region,ec2dcda618be04b53d6e4f99c9050ed7a31aacbd,2A,No,No,No,"White, Other",Public sector workforce,NHS non-medical workforce
NHS clinical non-medical workforce by ethnicity and type of trust,3ae7e9aa33a4579f750a5ae06460e339a7729b82,2A,No,No,No,"White, Other",Public sector workforce,NHS non-medical workforce
NHS non-clinical workforce by ethnicity and region,b56c80b02c115cdb9ce857657a26c07f8e9fcd49,2A,No,No,No,"White, Other",Public sector workforce,NHS non-medical workforce
NHS non-clinical workforce by ethnicity and type of trust,8247450a13d7e2f77033a718bbc1419ec01ec0c8,2A,No,No,No,"White, Other",Public sector workforce,NHS non-medical workforce
NHS non-medical workforce by ethnicity,0d0c35539a2195d3b9def1b47992715526239e80,2A,No,No,No,"White, Other",Public sector workforce,NHS non-medical workforce
NHS non-medical workforce by ethnicity and region,e8b5d4c169a7c6ee5bb52b8f32718a7711942797,2A,No,No,No,"White, Other",Public sector workforce,NHS non-medical workforce
NHS non-medical workforce by ethnicity and type of trust,a9b972cc186e9d3eb1683903d0a788f0019d3fd9,2A,No,No,No,"White, Other",Public sector workforce,NHS non-medical workforce
"Rates of detention (per 100,000) under the Mental Health Act 1983 by broad ethnic group",38b7cf0705594f7d3c633dd6a5f84d1ed69f6be7,5B,No,No,No,"Asian, Black, White, Mixed, Other",Physical and mental health,OLD Detentions under the Mental Health Act
"Rates of detention (per 100,000) under the Mental Health Act 1983 by specific ethnic group",3292447761cf858f469973109c639389101653e0,16A,No,No,No,2001 census: 16 categories (plus 'unknown'),Physical and mental health,OLD Detentions under the Mental Health Act
Successful shortlisted NHS job applicants by ethnicity,f2f54664dd5cce0f0d641dface1dd73340a50044,2A,No,No,No,"White, Other",Public sector workforce,NHS workforce appointments
Successful shortlisted NHS job applicants by ethnicity and region,a122e4d94f49c2d356bc07c0d9fc7291242e66cf,2A,No,No,No,"White, Other",Public sector workforce,NHS workforce appointments
NHS staff entering the formal disciplinary process by ethnicity,38033401c0486897bccfea9edc50cf6296d81682,2A,No,No,No,"White, Other",Public sector workforce,NHS staff entering the formal disciplinary process
NHS staff entering the formal disciplinary process by ethnicity and region,3e82de160c250ec4ddcd18fed725a74e3f756933,2A,No,No,No,"White, Other",Public sector workforce,NHS staff entering the formal disciplinary process
NHS staff entering the formal disciplinary process by ethnicity and type of trust,e4e486d4fa1be55c5ec5204127791d2a33263455,2A,No,No,No,"White, Other",Public sector workforce,NHS staff entering the formal disciplinary process
NHS staff taking part in optional training or CPD by ethnicity,f4ec8a6242f4bd8b81bcd384b857850a2adabfb9,2A,No,No,No,"White, Other",Public sector workforce,NHS staff taking part in optional training or continuing professional development (CPD)
NHS staff taking part in optional training or CPD by ethnicity and area,6529b69908b7489ad0e60d6aaf69f27d6b8e4d1a,2A,No,No,No,"White, Other",Public sector workforce,NHS staff taking part in optional training or continuing professional development (CPD)
NHS staff taking part in optional training or CPD by ethnicity and type of trust,c9b2477e8bfb23a016b3f25a9f052aa7db755779,2A,No,No,No,"White, Other",Public sector workforce,NHS staff taking part in optional training or continuing professional development (CPD)
"NHS staff experiencing bullying or harassment by patients or the public, by ethnicity and region",400ffc2cc85e910af711f881e585dc985f2fc31f,2A,No,No,No,"White, Other",Public sector workforce,Bullying and harassment of NHS staff by patients or the public
"NHS staff experiencing bullying or harassment by patients or the public, by ethnicity and type of trust",acfdf5aa9ded1d0c5c91712081ae940f9aad0b34,2A,No,No,No,"White, Other",Public sector workforce,Bullying and harassment of NHS staff by patients or the public
Bullying and harassment among NHS staff by ethnicity,b2f082be211f01d1bdc32b4af2bd3f748705f0e0,2A,No,No,No,"White, Other",Public sector workforce,Bullying and harassment among NHS staff
Bullying and harassment among NHS staff by ethnicity and region,42de7de0bd5d4587267b073bb8165ec39062bb02,2A,No,No,No,"White, Other",Public sector workforce,Bullying and harassment among NHS staff
Bullying and harassment among NHS staff by ethnicity and type of trust,d6503d9c56f22cc32d957943d67640dab9bdd382,2A,No,No,No,"White, Other",Public sector workforce,Bullying and harassment among NHS staff
NHS staff believing all employees have the same chances for career progression by ethnicity,2b91a4c17c1c88c53baa1077d4235f1ef66f59d7,2A,No,No,No,"White, Other",Public sector workforce,NHS staff believing all employees have the same chance of career progression
NHS staff believing all employees have the same chances for career progression by ethnicity and region,82edfd762d769020ed1d13f40258ecfb45b5a4d7,2A,No,No,No,"White, Other",Public sector workforce,NHS staff believing all employees have the same chance of career progression
NHS staff experiencing discrimination at work by ethnicity,2d575d054dc27d1e4213d402c9b413ee9b410372,2A,No,No,No,"White, Other",Public sector workforce,NHS staff experiencing discrimination at work
NHS staff experiencing discrimination at work by ethnicity and region,f6975fea7739bb92a2de7f6701b2f1b0d9d80ab1,2A,No,No,No,"White, Other",Public sector workforce,NHS staff experiencing discrimination at work
NHS staff experiencing discrimination at work by ethnicity and type of trust,89861a278a64ce7ff4c236e0e3c6f1b514dbb94d,2A,No,No,No,"White, Other",Public sector workforce,NHS staff experiencing discrimination at work
NHS trust board members by ethnicity,b5f13bd4c3908c78bc627a52c6e59f60c93bf2dc,2A,No,No,No,"White, Other",Public sector workforce,NHS trust board membership
NHS trust board members by ethnicity and region,ec0a337c9f86f5b57302d01c351e4bb1930e18cb,2A,No,No,No,"White, Other",Public sector workforce,NHS trust board membership
NHS trust board members by ethnicity and type of trust,c78f37a6967af2aeac732df066fa8c49644a17f0,2A,No,No,No,"White, Other",Public sector workforce,NHS trust board membership
Cigarette smoking among 15 year olds by ethnicity,8ec6095963351d120de82209c1b7a74d455d06a3,5B,No,Yes,No,"Asian, Black, White, Mixed, Other",Preventing illness,Cigarette smoking among 15 year olds
Cigarette smoking among 15 year olds by ethnicity,eaba62a6ac16515fc0b4fcacbe28debeab9cd3d9,5B,No,Yes,No,"Asian, Black, White, Mixed, Other",Preventing illness,Cigarette smoking among 15 year olds
Cigarette smoking among 15 year olds by ethnicity,d5ba87ac7c3a47612745deadf9af7acec24917d5,5B,No,Yes,No,"Asian, Black, White, Mixed, Other",Preventing illness,Cigarette smoking among 15 year olds
Cigarette smoking among 15 year olds by ethnicity,f5af1ac3e2b2e42382dabecd964a1400bfe2c184,5B,No,Yes,No,"Asian, Black, White, Mixed, Other",Preventing illness,Cigarette smoking among 15 year olds
Absence of tooth decay in 5 year olds,43d9277e6c2c543d6bbe9056196947652340fcdb,6A,No,Yes,Yes,"Asian, Black, Chinese, Mixed, White, Other",Preventing illness,Absence of tooth decay in 5 year olds
Absence of tooth decay in 5 year olds,91aa214deaac12ff8a875a50995375ce2c0b4950,6A,No,Yes,Yes,"Asian, Black, Chinese, Mixed, White, Other",Preventing illness,Absence of tooth decay in 5 year olds
Absence of tooth decay in 5 year olds,3fa95437878fcce2417111b92139ac2eca836698,6A,No,Yes,Yes,"Asian, Black, Chinese, Mixed, White, Other",Preventing illness,Absence of tooth decay in 5 year olds
Healthy eating of 5-a-day among 15 year olds by ethnicity,30da6cfcaa84c8f2b019eb69cc293e419e5ed196,5B,No,Yes,No,"Asian, Black, White, Mixed, Other",Preventing illness,Healthy eating of 5-a-day among 15 year olds
Healthy eating of 5-a-day among 15 year olds by ethnicity,53af085bb0a3a5901b9b8cb3a12026ccc2d41edd,5B,No,Yes,No,"Asian, Black, White, Mixed, Other",Preventing illness,Healthy eating of 5-a-day among 15 year olds
Healthy eating of 5-a-day among 15 year olds by ethnicity,9e2145e6713948d81c1cb201f66a1f1780a7dd14,5B,No,Yes,No,"Asian, Black, White, Mixed, Other",Preventing illness,Healthy eating of 5-a-day among 15 year olds
Adult smokers by ethnicity,cc207f3d697264ad9cb7ff144bf259df86c161ad,6A,No,Yes,No,"Asian, Black, Chinese, Mixed, White, Other",Preventing illness,Adult smokers
Adult smokers by ethnicity,c53390416735c6bada105c234833e23020f7b0a4,6A,No,Yes,No,"Asian, Black, Chinese, Mixed, White, Other",Preventing illness,Adult smokers
Adult smokers by ethnicity,2022f2b8f863350d8cbd3940a5ac7521512a5644,6A,No,Yes,No,"Asian, Black, Chinese, Mixed, White, Other",Preventing illness,Adult smokers
Adult smokers by ethnicity over time,e5acaa6e34ec0dd4de27c9615a25ed1dad908bac,6A,No,Yes,No,"Asian, Black, Chinese, Mixed, White, Other",Preventing illness,Adult smokers
Adult smokers by ethnicity over time,ffb9b47873c0800cb0759a60e48f22ca1aaa74ac,6A,No,Yes,No,"Asian, Black, Chinese, Mixed, White, Other",Preventing illness,Adult smokers
Adult smokers by ethnicity over time,9d8b6f3d461bffb53b806b4957ab98f85c0cd519,6A,No,Yes,No,"Asian, Black, Chinese, Mixed, White, Other",Preventing illness,Adult smokers
Percentage of adult smokers aged 18 years and over in routine and manual jobs,aca81fbaca8a4ccafa5ace4d3fd0270773bb18eb,6A,No,Yes,No,"Asian, Black, Chinese, Mixed, White, Other",Preventing illness,Adult smokers in the UK in routine and manual jobs
Healthy eating of 5-a-day among adults by ethnicity,3689c4d0659319c9e514d93e24a8732a869f55cf,6A,No,Yes,No,"Asian, Black, Chinese, Mixed, White, Other",Preventing illness,Healthy eating of 5-a-day among adults
Healthy eating of 5-a-day among adults by ethnicity,e2b7a3b154816c2c192baa95c8713ea3ea8ab495,6A,No,Yes,No,"Asian, Black, Chinese, Mixed, White, Other",Preventing illness,Healthy eating of 5-a-day among adults
Healthy eating of 5-a-day among adults by ethnicity,d05512bd78a465550eaace6ddf82deec982f3020,6A,No,Yes,No,"Asian, Black, Chinese, Mixed, White, Other",Preventing illness,Healthy eating of 5-a-day among adults
Healthy eating of 5-a-day among adults by ethnicity,0ecbfeeb167a78b7f659ad755ce9e17934df7d53,6A,No,Yes,No,"Asian, Black, Chinese, Mixed, White, Other",Preventing illness,Healthy eating of 5-a-day among adults
